iter	MAE	RMSE
389	13.32477364	18.26159709
390	13.29881504	18.2384981
391	13.26956102	18.19163006
392	13.25885787	18.17937477
393	13.25261858	18.17356997
394	13.22373253	18.13090422
395	13.2183472	18.12485314
396	13.20210218	18.10088952
397	13.17271064	18.05748227
398	13.13228936	18.00035794
399	13.09159263	17.94367337
400	13.04990983	17.88560525
401	13.02342019	17.83744094
402	12.96195408	17.72577271
403	12.92980827	17.68064886
404	12.92015699	17.67079974
405	12.88473841	17.62262026
406	12.8551997	17.58307843
407	12.84589176	17.57026351
408	12.81091085	17.5363527
409	12.77260114	17.49952865
410	12.70244521	17.39999601
411	12.69649519	17.39375588
412	12.69091789	17.3881494
413	12.63823148	17.29067071
414	12.60570019	17.24823474
415	12.59635849	17.23447652
416	12.5865721	17.22152855
417	12.57885328	17.21171365
418	12.57128501	17.20326808
419	12.56618648	17.19821928
420	12.55894987	17.19020275
421	12.5525788	17.18419733
422	12.53068094	17.15088397
423	12.52619304	17.14658405
424	12.50103286	17.11386867
425	12.48828844	17.09627681
426	12.46802846	17.06734049
427	12.46247851	17.06118746
428	12.45118615	17.04363802
429	12.44355853	17.03377398
430	12.43754774	17.02828972
431	12.43254282	17.02392555
432	12.40454936	17.00069588
433	12.40032509	16.9966923
434	12.39319758	16.98986925
435	12.35884749	16.95917995
436	12.33678175	16.94147956
437	12.28104875	16.84069745
438	12.21377503	16.75036526
439	12.20691714	16.74357132
440	12.19998209	16.73736785
441	12.19435362	16.73224956
442	12.18379823	16.72071159
443	12.11959302	16.61874341
444	12.07680025	16.57114583
445	12.04155446	16.53567737
446	12.03560116	16.52995193
447	12.01654777	16.51393774
448	12.00788628	16.50351919
449	12.00377164	16.49954655
450	11.99341692	16.4854471
451	11.98835645	16.48074646
452	11.93739627	16.39164461
453	11.86224893	16.2892756
454	11.80092089	16.19556421
455	11.75181646	16.13649282
456	11.73674322	16.11893502
457	11.72746683	16.11037732
458	11.70578169	16.0828047
459	11.67685132	16.03889065
460	11.66864882	16.03104975
461	11.65906859	16.02018329
462	11.65458518	16.01578563
463	11.62068623	15.97078697
464	11.61221108	15.95969002
465	11.60607767	15.9540032
466	11.58389639	15.92169892
467	11.56386229	15.90431173
468	11.55940051	15.89998273
469	11.55332119	15.89473084
470	11.54953785	15.89134962
471	11.54477482	15.88717651
472	11.51341741	15.84562237
473	11.50906433	15.84115555
474	11.48130504	15.80328844
475	11.45620778	15.76996461
476	11.45013246	15.76146289
477	11.44432805	15.75379414
478	11.43986157	15.7498736
479	11.42534096	15.72886877
480	11.37843937	15.65065162
481	11.35853234	15.62396585
482	11.35408822	15.61966167
483	11.32992032	15.59854841
484	11.30420611	15.56386486
485	11.2986885	15.55902825
486	11.28906755	15.54530359
487	11.28572183	15.54136966
488	11.28244536	15.53752216
489	11.25548316	15.51311672
490	11.25101766	15.50836713
491	11.23317436	15.49402112
492	11.15324115	15.39174444
493	11.12524005	15.3499707
494	11.10585154	15.32303194
495	11.10032268	15.31781684
496	11.09501033	15.31256496
497	11.05005559	15.2283245
498	11.04455731	15.22358596
499	11.04064126	15.2196624
500	11.02267372	15.20509434
501	11.01803859	15.20070053
502	11.01321218	15.19645735
503	11.00983933	15.19293389
504	10.99165103	15.16965423
505	10.98700026	15.16316356
506	10.96142849	15.14145016
507	10.95762755	15.13804635
508	10.94903006	15.12591172
509	10.93531367	15.10699358
510	10.92223991	15.09634404
511	10.88709657	15.03755469
512	10.80549227	14.91212609
513	10.79874215	14.90453205
514	10.75996001	14.85355299
515	10.75097352	14.84516575
516	10.70283631	14.78060093
517	10.69700391	14.77503554
518	10.69268333	14.7711193
519	10.68843505	14.76649496
520	10.63930103	14.70959105
521	10.63392266	14.70508098
522	10.62932417	14.70054725
523	10.62464512	14.69532062
524	10.61581818	14.68302785
525	10.61093911	14.67888818
526	10.60663726	14.67495615
527	10.59954737	14.66472841
528	10.58272627	14.64284597
529	10.57962708	14.63932294
530	10.56322468	14.61716669
531	10.55998983	14.61356093
532	10.55661804	14.61021675
533	10.51244075	14.53130309
534	10.4761808	14.4936876
535	10.44810652	14.46530984
536	10.41729399	14.42941924
537	10.41127952	14.4240812
538	10.36570942	14.3607759
539	10.3457438	14.34355037
540	10.3370877	14.33614396
541	10.31996685	14.31357985
542	10.31590173	14.31020518
543	10.30101585	14.28823932
544	10.29761848	14.28535161
545	10.25295929	14.21912977
546	10.23432422	14.19359892
547	10.20776869	14.15369858
548	10.19342579	14.13513372
549	10.17444005	14.11012827
550	10.16041447	14.09299561
551	10.15397713	14.08219963
552	10.14266334	14.06771164
553	10.13861837	14.06226975
554	10.13237607	14.05321401
555	10.12692506	14.04828164
556	10.12196146	14.04393113
557	10.11608903	14.03647783
558	10.06433708	13.97631669
559	10.05856257	13.97082956
560	10.04945285	13.95853454
561	10.04584172	13.95443741
562	10.04157382	13.95088184
563	10.03846213	13.94775582
564	10.02137003	13.93234246
565	10.01850908	13.92973051
566	9.976924163	13.87922256
567	9.958932803	13.86382502
568	9.954253149	13.85972374
569	9.935786358	13.84354768
570	9.930659587	13.83894702
571	9.927606371	13.83634204
572	9.922477267	13.83217508
573	9.919506619	13.82920854
574	9.916615633	13.82665037
575	9.889941402	13.8006881
576	9.886513642	13.79756076
577	9.838502146	13.71175413
578	9.778150118	13.61658542
579	9.766657325	13.60076473
580	9.759337357	13.59478604
581	9.755112304	13.59056264
582	9.751352402	13.58752516
583	9.738883012	13.57063343
584	9.700315833	13.51544256
585	9.695366464	13.51019503
586	9.693377087	13.5073001
587	9.64735186	13.43124127
588	9.617780272	13.39641901
589	9.607241562	13.38192531
590	9.566225668	13.33449007
591	9.552800956	13.32096351
592	9.545699279	13.31379336
593	9.512375478	13.25242505
594	9.473032645	13.19180171
595	9.457451817	13.17060575
596	9.434836494	13.1487112
597	9.41183724	13.12572808
598	9.407179118	13.12040487
599	9.403505491	13.11748295
600	9.39626209	13.11157302
601	9.382413741	13.09984876
602	9.372521643	13.08646817
603	9.359448495	13.06970809
604	9.354853307	13.06589755
605	9.348869557	13.05651616
606	9.345919952	13.05354715
607	9.339564152	13.04857548
608	9.315290224	13.00776408
609	9.310599194	13.00156216
610	9.280478592	12.96740779
611	9.252670197	12.92956385
612	9.223450657	12.88878083
613	9.212670807	12.87466989
614	9.197926767	12.8547967
615	9.153169187	12.78192661
616	9.14058414	12.76553138
617	9.134013299	12.75918109
618	9.130801623	12.75574677
619	9.125255114	12.75030281
620	9.119095645	12.74383308
621	9.113812976	12.73976968
622	9.102156774	12.7249403
623	9.09393296	12.71382847
624	9.070847613	12.69055706
625	9.067373513	12.68691791
626	9.060608446	12.68088667
627	9.056551665	12.67716782
628	9.054113126	12.67490524
629	9.039225457	12.66305525
630	9.03524044	12.65912669
631	9.032319876	12.65655776
632	9.03030338	12.65387653
633	9.02571883	12.64981576
634	9.009393774	12.63662544
635	8.996107775	12.62621194
636	8.988858342	12.62014084
637	8.985868971	12.61606083
638	8.981555228	12.61297452
639	8.941941666	12.56430721
640	8.937266349	12.55828944
641	8.903881354	12.49950794
642	8.863349448	12.43933956
643	8.850459992	12.42273537
644	8.828884823	12.39489779
645	8.801610481	12.35747944
646	8.792702023	12.34635608
647	8.787175618	12.34104421
648	8.759166037	12.2928855
649	8.753322705	12.28677211
650	8.750012086	12.28303064
651	8.724603457	12.25700387
652	8.717650849	12.25086366
653	8.703819463	12.23434278
654	8.68994025	12.21702322
655	8.675004559	12.20174773
656	8.654535019	12.16606077
657	8.647386161	12.16000756
658	8.643887869	12.15674142
659	8.591954758	12.08027217
660	8.562072762	12.04285473
661	8.554242078	12.03633231
662	8.548591666	12.03173638
663	8.52665387	12.00092354
664	8.516571602	11.98784739
665	8.511090395	11.97976536
666	8.485193106	11.93837598
667	8.481421703	11.93463687
668	8.464549843	11.91249863
669	8.461882797	11.91004552
670	8.43849484	11.87557691
671	8.431882262	11.86985098
672	8.429437304	11.86713123
673	8.423554752	11.8618524
674	8.406293035	11.84059109
675	8.391963647	11.82850171
676	8.357759541	11.76352325
677	8.351533915	11.75816951
678	8.348722656	11.75571515
679	8.329602356	11.7370893
680	8.326462886	11.73410993
681	8.293066181	11.67709829
682	8.246852446	11.60945806
683	8.204946774	11.54500087
684	8.187044191	11.52193649
685	8.180240591	11.5158051
686	8.166100399	11.4995046
687	8.151470542	11.47649569
688	8.111252915	11.40713671
689	8.082871945	11.37657761
690	8.077932497	11.37249422
691	8.071751194	11.36473392
692	8.067291086	11.35982438
693	8.056557734	11.34635912
694	8.046390007	11.33282943
695	8.036597711	11.32082907
696	8.017796103	11.30241733
697	8.012653772	11.29844414
698	7.983080259	11.25126174
699	7.97723694	11.24589121
700	7.956457417	11.22362027
701	7.950513752	11.2184036
702	7.946004181	11.2149236
703	7.940140454	11.20637451
704	7.936154307	11.20283419
705	7.933295212	11.20052221
706	7.929197939	11.19635072
707	7.917013916	11.17975466
708	7.909213221	11.170088
709	7.904405601	11.16515359
710	7.902059824	11.16248754
711	7.895612536	11.15655399
712	7.8876317	11.14633492
713	7.882298862	11.14116136
714	7.87965282	11.13851274
715	7.865245878	11.12119865
716	7.860301163	11.11360489
717	7.857602801	11.11095443
718	7.847335286	11.09677806
719	7.834330031	11.07708454
720	7.829930861	11.07031609
721	7.826888956	11.06667005
722	7.823983557	11.06367883
723	7.822456697	11.06199984
724	7.818847358	11.05898027
725	7.794525412	11.02160801
726	7.787383507	11.01244092
727	7.784762182	11.00976256
728	7.781926668	11.00773266
729	7.777473889	11.00306384
730	7.775026776	11.00060376
731	7.763207851	10.98704488
732	7.761622406	10.98521447
733	7.759612587	10.98302527
734	7.757176186	10.98048329
735	7.731093367	10.94202297
736	7.728548272	10.93954763
737	7.720711226	10.93060101
738	7.702675373	10.91208469
739	7.696244667	10.90656987
740	7.692130332	10.90029022
741	7.684611485	10.89018178
742	7.673190723	10.88094659
743	7.665565606	10.87246744
744	7.659257095	10.86552981
745	7.647718141	10.8562679
746	7.644638566	10.85134614
747	7.639906878	10.84637834
748	7.634066565	10.84186865
749	7.629560142	10.83865099
750	7.618094666	10.82454726
751	7.615172537	10.82108898
752	7.602166834	10.80044046
753	7.597887656	10.79435084
754	7.593212818	10.78863952
755	7.590423256	10.78577646
756	7.584349864	10.77661016
757	7.577968419	10.76917762
758	7.576843656	10.76766066
759	7.575777138	10.76618281
760	7.558038844	10.74130605
761	7.554810599	10.73610502
762	7.526627257	10.6979048
763	7.50526628	10.67605243
764	7.49967982	10.66955355
765	7.495256155	10.66641419
766	7.491711163	10.66292578
767	7.478089189	10.65141621
768	7.476369812	10.64963071
769	7.472284001	10.64569083
770	7.470255882	10.64343731
771	7.467389874	10.64105919
772	7.45770145	10.63312476
773	7.455592857	10.63034297
774	7.45178786	10.62805703
775	7.438292098	10.60868553
776	7.431520705	10.5998256
777	7.422135334	10.5824064
778	7.410529334	10.56743241
779	7.404606262	10.55928591
780	7.400769723	10.55674784
781	7.378898618	10.52117059
782	7.375199455	10.51589639
783	7.372628987	10.5135465
784	7.369250969	10.5085142
785	7.316777619	10.4292064
786	7.311310553	10.42083138
787	7.307951727	10.41762168
788	7.295897793	10.39808593
789	7.28711984	10.38221304
790	7.2817145	10.37628972
791	7.248324781	10.3176681
792	7.244392803	10.31410982
793	7.19681053	10.2442292
794	7.173399508	10.21732774
795	7.159286426	10.20346862
796	7.13025489	10.16197096
797	7.126006193	10.15819662
798	7.122223915	10.15531204
799	7.11748347	10.15194944
800	7.115331866	10.15012205
801	7.110395519	10.14405274
802	7.10524787	10.13713833
803	7.101171283	10.13441675
804	7.098345797	10.13161365
805	7.088463868	10.12269269
806	7.081775965	10.11545998
807	7.061580113	10.0894558
808	7.060194586	10.08761217
809	7.045638874	10.07451216
810	7.038117816	10.06726394
811	7.005345886	10.00956053
812	6.978300927	9.973746437
813	6.962823824	9.956523119
814	6.958186437	9.951951462
815	6.948292254	9.943370262
816	6.937255202	9.933613655
817	6.933417787	9.930869408
818	6.922098529	9.911951384
819	6.90050523	9.882196258
820	6.887195237	9.864453807
821	6.867819839	9.827107497
822	6.863379955	9.823533439
823	6.850314231	9.810150747
824	6.84667422	9.806784052
825	6.841479746	9.802407011
826	6.837703952	9.799456952
827	6.834937623	9.796459123
828	6.796093704	9.731932262
829	6.789293742	9.72438757
830	6.786247091	9.721259943
831	6.782107987	9.717542095
832	6.769057271	9.704454754
833	6.764410475	9.70122962
834	6.758647313	9.694654681
835	6.756501553	9.692878503
836	6.752795178	9.689155423
837	6.751005659	9.687238536
838	6.749013278	9.685559265
839	6.74433303	9.681544366
840	6.719822904	9.635262051
841	6.70157303	9.602256725
842	6.682122328	9.580656831
843	6.679009852	9.577853146
844	6.676490787	9.575356847
845	6.674520724	9.573733717
846	6.662331362	9.561061218
847	6.653609498	9.550061992
848	6.634939363	9.510551968
849	6.627882766	9.502772064
850	6.62335947	9.498393303
851	6.620524402	9.495871683
852	6.619106678	9.494055171
853	6.615344354	9.489183064
854	6.61060002	9.484315602
855	6.607057494	9.481849854
856	6.604223239	9.477319696
857	6.601119666	9.474649932
858	6.592359882	9.467043374
859	6.575965647	9.441661788
860	6.572342244	9.439138071
861	6.549156043	9.402029592
862	6.54781198	9.400319706
863	6.53413454	9.385803569
864	6.526169035	9.37936172
865	6.523875875	9.376755235
866	6.509212049	9.355938829
867	6.502972545	9.348083811
868	6.499840333	9.345579769
869	6.494720263	9.338156425
870	6.482780639	9.325377356
871	6.478180379	9.31840932
872	6.475381775	9.315884259
873	6.472622042	9.313527935
874	6.470478037	9.311610068
875	6.459198195	9.297323828
876	6.438896063	9.255423324
877	6.418700786	9.222704526
878	6.399393003	9.19304376
879	6.392154787	9.18390004
880	6.387724179	9.18011879
881	6.385660865	9.177789878
882	6.373292522	9.162141368
883	6.367545428	9.154530781
884	6.365905847	9.15253227
885	6.362426097	9.149316661
886	6.360456328	9.147179554
887	6.358195275	9.144917603
888	6.35615563	9.14294365
889	6.351972887	9.137880772
890	6.34147781	9.128887069
891	6.340252695	9.127562376
892	6.324739003	9.102780393
893	6.323312449	9.100902397
894	6.305345759	9.077614693
895	6.285731786	9.0492676
896	6.277111043	9.038430268
897	6.273297448	9.035142864
898	6.267786298	9.027808134
899	6.2623329	9.020558899
900	6.24998844	9.003401122
901	6.244395865	8.99572072
902	6.238616462	8.988273914
903	6.217344545	8.961628936
904	6.204187348	8.947662499
905	6.202040037	8.945974793
906	6.177753691	8.895767005
907	6.160321335	8.872577392
908	6.156701146	8.868394647
909	6.148389943	8.861639538
910	6.132599869	8.841748881
911	6.13049767	8.839527521
912	6.126843481	8.836609512
913	6.124601168	8.834148701
914	6.121668384	8.831979191
915	6.107631382	8.813838665
916	6.104057756	8.809694937
917	6.100002175	8.806296273
918	6.095277949	8.799973345
919	6.090372723	8.792786036
920	6.088073005	8.789507396
921	6.084702132	8.78642501
922	6.077906814	8.776232656
923	6.072132594	8.771228297
924	6.066830192	8.758673627
925	6.064324872	8.755979682
926	6.061759378	8.753683327
927	6.05778703	8.75023644
928	6.040870995	8.720411616
929	6.038055391	8.716984609
930	6.035909471	8.714828158
931	6.028025304	8.705006003
932	6.025798431	8.703391687
933	6.023905071	8.701437489
934	6.002555551	8.66304296
935	5.996438513	8.656939908
936	5.980370455	8.62928271
937	5.978672327	8.627538719
938	5.975446636	8.624743059
939	5.962809393	8.595899239
940	5.958918533	8.593070898
941	5.947318341	8.566654851
942	5.925638084	8.537824672
943	5.903383348	8.496496097
944	5.886651333	8.476230482
945	5.881672664	8.471375932
946	5.879498278	8.469721199
947	5.87718727	8.467517074
948	5.860707303	8.444582767
949	5.856423602	8.440996694
950	5.855167292	8.439030237
951	5.84340768	8.418814126
952	5.840823175	8.416349708
953	5.837798786	8.413664431
954	5.833981982	8.411060499
955	5.830425788	8.407932354
956	5.827588367	8.405432136
957	5.825993832	8.403034397
958	5.816722865	8.392854377
959	5.812853585	8.388716422
960	5.811383778	8.387403111
961	5.797920765	8.363179855
962	5.785964627	8.34602506
963	5.77914734	8.336896378
964	5.753211424	8.302538149
965	5.735488514	8.273934653
966	5.731307743	8.268801468
967	5.729811837	8.266119966
968	5.727920943	8.264132957
969	5.709751873	8.239871773
970	5.705836533	8.236927354
971	5.703761322	8.235175718
972	5.702371061	8.232720209
973	5.699744198	8.230194646
974	5.696162303	8.227442322
975	5.69462398	8.225660772
976	5.685196744	8.213050592
977	5.676947037	8.201515679
978	5.674364531	8.195694964
979	5.671931282	8.193464644
980	5.670183494	8.191620841
981	5.669505863	8.190247593
982	5.668434661	8.188829199
983	5.666157224	8.187224492
984	5.651224757	8.161941827
985	5.633876301	8.12909456
986	5.610346941	8.096608184
987	5.606237582	8.093278007
988	5.602876027	8.090191845
989	5.601008519	8.087014305
990	5.592407136	8.075084049
991	5.591081258	8.073481819
992	5.582136873	8.057624275
993	5.578525501	8.054825159
994	5.572153772	8.04613631
995	5.568416483	8.040626748
996	5.567638999	8.038953615
997	5.543838307	8.008157519
